Name,Nationality,Team,Position,Age,Games,Games_starts,Minutes,Goals,Assists,Cards_yellow,Cards_red,Xg,Xg_assist,Progressive_carries,Progressive_passes,Progressive_passes_received,Goals_per90,Assists_per90,Xg_per90,Xg_assist_per90,Gk_goals_against_per90,Gk_save_pct,Gk_clean_sheet_pct,Gk_pens_save_pct,Shots_on_target_pct,Shots_per90,Goals_per_shot,Average_shot_distance,Passes_completed,Passes_pct,Passes_total_distance,Passes_pct_short,Passes_pct_medium,Passes_pct_long,Assisted_shots,Passes_into_final_third,Passes_into_penalty_area,Crosses_into_penalty_area,Progressive_passes,Sca,Sca_per90,Gca,Gca_per90,Tackles,Tackles_won,Challenge_tackles,Challenges_lost,Blocks,Blocked_shots,Blocked_passes,Interceptions,Touches,Touches_def_pen_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_pen_area,Take_ons,Take_ons_won_pct,Take_ons_tackled_pct,Carries,Carries_progressive_distance,Progressive_carries,Carries_into_final_third,Carries_into_penalty_area,Miscontrols,Dispossessed,Passes_received,Progressive_passes_received,Fouls,Fouled,Offsides,Crosses,Ball_recoveries,Aerials_won,Aerials_lost,Aerials_won_pct
Carlos Soler,ES,West Ham,MFFW,28-123,29,14,1358,1,1,5,0,1.7,1.2,16,52,33,0.07,0.07,0.11,0.08,N/a,N/a,N/a,N/a,29.2,1.59,0.04,19.1,536,85.1,8360,94.4,85.6,53.7,14,41,11,0,52,47,3.12,2,0.13,15,11,7,16,19,6,13,8,748,26,173,391,189,23,18,44.4,50.0,341,714,16,16,4,12,14,506,33,24,18,0,31,64,9,11,45.0
Ramón Sosa,PY,Nott'ham Forest,FWMF,25-247,18,1,270,1,0,1,0,1.0,0.5,12,5,15,0.33,0.0,0.33,0.16,N/a,N/a,N/a,N/a,45.5,3.67,0.09,18.6,63,67.7,976,68.9,67.6,71.4,8,2,5,3,5,14,4.63,0,0.0,5,3,1,3,7,0,7,3,142,5,33,43,72,15,11,72.7,27.3,70,329,12,7,5,6,5,76,15,6,8,3,8,21,4,7,36.4
Boubakary Soumaré,FR,Leicester City,MF,26-067,28,23,1960,0,0,8,0,0.3,0.4,31,95,21,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.32,0.0,23.4,985,86.7,14936,92.0,87.6,69.1,11,90,13,2,95,34,1.56,3,0.14,33,18,18,12,20,8,12,24,1324,64,352,835,150,17,44,61.4,29.5,788,1881,31,16,3,20,21,929,21,21,21,0,8,130,20,9,69.0
Tomáš Souček,CZ,West Ham,MF,30-067,32,27,2330,8,1,8,0,6.0,1.0,6,70,65,0.31,0.04,0.23,0.04,N/a,N/a,N/a,N/a,26.9,2.01,0.15,12.0,656,73.7,10935,79.7,76.3,68.9,14,59,8,1,70,43,1.66,3,0.12,42,19,22,17,35,17,18,18,1168,110,315,577,280,97,11,54.5,45.5,449,470,6,10,3,17,13,696,65,44,24,4,13,57,95,68,58.3
Djed Spence,ENG,Tottenham,DF,24-269,22,17,1604,1,2,4,1,0.6,1.8,56,100,70,0.06,0.11,0.03,0.1,N/a,N/a,N/a,N/a,30.0,0.56,0.1,23.9,923,85.5,13205,93.7,85.8,51.7,11,74,18,8,100,28,1.57,5,0.28,40,30,20,7,24,9,15,18,1316,72,448,600,288,25,69,49.3,40.6,741,2372,56,41,7,26,31,812,70,20,23,2,25,101,20,13,60.6
Jason Steele,ENG,Brighton,GK,34-260,2,2,180,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,75.0,N/a,N/a,N/a,0.0,N/a,N/a,101,90.2,2321,100.0,96.9,65.4,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,114,107,114,0,0,0,0,N/a,N/a,91,151,0,0,0,0,0,83,0,0,1,0,0,7,1,1,50.0
Jack Stephens,ENG,Southampton,DF,31-098,17,15,1209,1,0,2,2,0.6,0.2,13,53,2,0.07,0.0,0.04,0.01,N/a,N/a,N/a,N/a,50.0,0.3,0.25,11.0,786,92.0,13687,92.9,94.5,83.0,3,47,5,0,53,13,0.97,0,0.0,32,19,15,12,15,10,5,11,976,109,403,482,95,11,4,0.0,100.0,552,1209,13,12,1,3,3,690,2,12,4,1,1,41,6,8,42.9
Raheem Sterling,ENG,Arsenal,FWMF,30-148,16,6,437,0,2,1,0,1.3,0.5,25,17,73,0.0,0.41,0.27,0.1,N/a,N/a,N/a,N/a,0.0,2.06,0.0,15.0,141,77.0,1785,86.9,74.5,66.7,8,4,9,2,17,18,3.71,3,0.62,8,4,4,4,3,0,3,1,247,2,8,52,190,37,25,36.0,36.0,178,690,25,9,15,11,14,188,73,12,4,4,14,14,1,3,25.0
Ross Stewart,SCT,Southampton,FW,28-298,9,3,286,0,0,1,0,0.3,0.0,1,1,6,0.0,0.0,0.08,0.0,N/a,N/a,N/a,N/a,0.0,1.26,0.0,11.6,49,73.1,692,77.4,81.5,0.0,0,1,1,0,1,2,0.63,0,0.0,3,2,2,4,3,0,3,0,96,7,21,36,39,6,2,50.0,50.0,49,63,1,0,1,5,7,72,6,7,5,1,0,2,8,15,34.8
Jakub Stolarczyk,PL,Leicester City,GK,24-137,7,7,630,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.71,61.3,N/a,N/a,N/a,0.0,N/a,N/a,177,68.3,4770,100.0,98.4,43.0,0,2,0,0,1,0,0.0,0,0.0,2,1,1,1,0,0,0,0,277,208,272,6,0,0,0,N/a,N/a,157,430,0,0,0,1,0,158,0,0,0,0,0,8,4,0,100.0
John Stones,ENG,Manchester City,DFMF,30-342,11,6,548,2,0,1,0,0.4,0.1,10,21,2,0.33,0.0,0.07,0.01,N/a,N/a,N/a,N/a,100.0,0.33,1.0,5.1,367,91.1,6382,94.4,92.5,77.5,2,42,0,0,21,8,1.31,2,0.33,6,2,5,0,5,3,2,4,442,40,142,234,68,4,2,100.0,0.0,292,1183,10,14,0,2,0,333,2,2,2,0,0,22,8,6,57.1
Yukinari Sugawara,JP,Southampton,DFMF,24-311,29,15,1467,1,1,4,0,0.5,2.2,32,68,76,0.06,0.06,0.03,0.14,N/a,N/a,N/a,N/a,38.5,0.8,0.08,19.2,689,79.9,10831,88.2,82.9,47.9,17,43,21,9,68,39,2.39,1,0.06,29,16,18,12,17,7,10,10,1023,61,306,395,327,29,20,45.0,50.0,553,1354,32,15,7,18,4,692,76,15,9,4,69,40,5,9,35.7
Kamaldeen Sulemana,GH,Southampton,FWMF,23-079,23,14,1178,1,1,2,0,1.4,1.0,57,26,76,0.08,0.08,0.1,0.08,N/a,N/a,N/a,N/a,30.8,1.99,0.04,18.8,253,79.8,3667,89.4,82.4,44.4,10,6,13,7,26,28,2.14,3,0.23,16,14,8,5,9,0,9,6,509,13,65,190,272,50,92,35.9,55.4,331,1409,57,34,23,37,22,358,76,19,10,2,25,52,9,21,30.0
Crysencio Summerville,NL,West Ham,FWMF,23-187,19,7,786,1,1,2,0,1.6,1.7,29,18,71,0.11,0.11,0.19,0.19,N/a,N/a,N/a,N/a,28.6,1.6,0.07,13.4,194,76.4,2881,84.5,88.7,50.0,17,13,12,5,18,35,4.01,1,0.11,13,7,3,6,13,4,9,0,372,9,47,147,181,38,39,33.3,46.2,207,762,29,15,13,20,16,259,71,9,23,4,21,38,4,9,30.8
Sammie Szmodics,IE,Ipswich Town,FWMF,29-223,19,13,979,4,0,2,0,3.4,0.2,16,18,46,0.37,0.0,0.31,0.02,N/a,N/a,N/a,N/a,57.1,1.93,0.19,14.0,144,74.2,2402,87.0,84.4,51.7,4,10,4,1,18,9,0.83,0,0.0,15,9,6,17,10,2,8,6,309,17,80,119,116,33,12,33.3,50.0,174,399,16,8,7,24,17,189,46,9,8,8,13,41,6,11,35.3
Dominik Szoboszlai,HU,Liverpool,MF,24-192,33,26,2279,5,5,6,0,7.1,6.2,65,118,120,0.2,0.2,0.28,0.24,N/a,N/a,N/a,N/a,32.3,2.45,0.08,18.5,1029,84.6,15917,89.2,88.3,72.2,51,80,31,5,118,108,4.27,14,0.55,31,20,15,24,36,4,32,9,1450,24,188,704,576,96,35,54.3,37.1,740,2119,65,46,17,34,22,991,120,37,23,4,34,122,18,22,45.0
José Sá,PT,Wolves,GK,32-108,27,27,2430,0,0,2,0,0.0,0.1,0,2,0,0.0,0.0,0.0,0.01,1.67,62.0,N/a,33.3,N/a,0.0,N/a,N/a,544,63.8,14150,99.1,97.1,30.8,2,18,1,0,2,4,0.15,0,0.0,2,2,2,0,0,0,0,0,911,725,903,9,0,0,7,100.0,0.0,565,2205,0,0,0,1,0,450,0,4,8,0,0,31,9,1,90.0
Robert Sánchez,ES,Chelsea,GK,27-168,29,29,2610,0,0,5,0,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,1.1,76.3,N/a,20.0,N/a,0.0,N/a,N/a,810,71.7,19431,99.5,96.4,38.5,2,25,1,0,1,7,0.24,2,0.07,0,0,0,1,0,0,0,2,1197,883,1186,11,0,0,0,N/a,N/a,805,2517,0,0,0,0,0,751,0,2,4,0,0,41,9,0,100.0
Sávio,BR,Manchester City,FWMF,21-025,27,21,1734,1,8,3,0,4.9,6.8,133,66,239,0.05,0.42,0.25,0.35,N/a,N/a,N/a,N/a,38.9,2.8,0.02,17.7,676,80.9,10078,89.8,80.1,57.4,44,19,47,8,66,107,5.55,15,0.78,22,16,9,9,13,2,11,6,1071,14,55,281,754,149,111,45.9,35.1,766,3494,133,44,73,42,37,834,239,17,27,3,81,79,1,2,33.3
James Tarkowski,ENG,Everton,DF,32-167,33,33,2922,1,1,6,0,1.3,2.9,9,75,3,0.03,0.03,0.04,0.09,N/a,N/a,N/a,N/a,26.7,0.46,0.07,8.4,1045,81.0,22119,84.5,91.9,62.7,16,83,11,0,75,38,1.17,4,0.12,64,40,24,15,57,42,15,41,1706,355,974,635,106,57,7,71.4,28.6,727,1943,9,10,0,13,7,927,3,35,28,2,1,98,102,33,75.6
Marcus Tavernier,ENG,Bournemouth,FWMF,26-044,26,17,1670,3,5,5,0,5.3,2.8,41,102,106,0.16,0.27,0.29,0.15,N/a,N/a,N/a,N/a,30.0,2.69,0.06,20.2,553,72.5,9408,85.9,78.3,44.9,36,64,30,9,102,85,4.58,11,0.59,41,24,10,16,16,3,13,5,1000,18,114,385,523,51,57,42.1,49.1,567,1622,41,40,7,39,43,641,106,28,23,4,91,101,25,31,44.6
Charlie Taylor,ENG,Southampton,DF,31-229,7,2,266,0,0,1,0,0.0,0.1,3,8,6,0.0,0.0,0.0,0.03,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,154,87.0,2691,94.0,89.5,70.6,1,8,2,1,8,2,0.68,1,0.34,7,5,5,1,5,3,2,3,219,21,93,91,36,1,2,100.0,0.0,91,155,3,3,0,1,1,133,6,2,2,0,9,7,4,2,66.7
Jack Taylor,IE,Ipswich Town,MF,26-316,29,3,766,1,0,3,0,0.7,0.5,11,41,21,0.12,0.0,0.08,0.06,N/a,N/a,N/a,N/a,23.5,2.0,0.06,23.0,306,82.3,5426,86.9,88.0,55.0,5,29,8,1,41,21,2.46,2,0.23,20,10,12,11,10,3,7,9,477,28,140,259,89,8,9,44.4,33.3,232,755,11,10,1,10,6,303,21,16,4,0,6,48,7,7,50.0
Mathys Tel,FR,Tottenham,FW,20-008,10,8,649,2,1,1,0,2.3,1.4,18,16,57,0.28,0.14,0.32,0.19,N/a,N/a,N/a,N/a,35.0,2.77,0.05,16.2,148,70.8,2599,83.3,70.4,62.1,10,9,12,4,16,20,2.78,1,0.14,8,3,2,7,6,0,6,0,315,2,33,117,173,32,38,23.7,63.2,208,597,18,18,7,19,11,221,57,8,8,0,29,29,4,3,57.1
Kenny Tete,NL,Fulham,DF,29-208,19,18,1504,0,2,4,0,1.2,0.9,33,50,47,0.0,0.12,0.07,0.05,N/a,N/a,N/a,N/a,9.1,1.32,0.0,16.1,669,81.3,10740,91.7,80.3,61.8,7,60,9,6,50,32,1.91,3,0.18,50,34,20,14,22,6,16,29,1033,58,332,422,287,32,19,42.1,31.6,534,1229,33,20,7,16,10,596,47,28,14,1,29,65,18,12,60.0
Thiago,BR,Brentford,FW,23-313,5,1,142,0,0,0,0,0.1,0.1,3,2,4,0.0,0.0,0.06,0.04,N/a,N/a,N/a,N/a,0.0,0.63,0.0,14.7,31,70.5,461,69.6,76.9,75.0,2,1,1,0,2,2,1.27,0,0.0,3,2,0,1,2,0,2,2,64,6,12,26,27,3,4,75.0,25.0,35,42,3,2,1,5,1,39,4,3,3,1,1,10,6,4,60.0
Luke Thomas,ENG,Leicester City,DF,23-329,11,10,873,0,0,1,0,0.4,0.3,3,30,13,0.0,0.0,0.04,0.03,N/a,N/a,N/a,N/a,0.0,0.52,0.0,16.8,418,79.3,6775,91.9,82.3,44.1,7,27,3,1,30,12,1.24,1,0.1,25,20,18,14,13,5,8,18,644,39,237,312,99,7,5,40.0,60.0,314,497,3,7,2,10,2,363,13,6,6,0,23,36,11,11,50.0
Youri Tielemans,BE,Aston Villa,MF,27-363,35,35,2997,3,7,4,0,3.1,6.9,39,234,48,0.09,0.21,0.09,0.21,N/a,N/a,N/a,N/a,31.6,1.14,0.08,20.3,1679,82.1,28817,89.7,87.4,54.1,59,228,37,4,234,119,3.57,12,0.36,83,57,40,33,37,16,21,22,2361,100,472,1357,557,42,60,51.7,30.0,1275,2541,39,26,9,30,29,1654,48,41,56,0,118,145,22,18,55.0
Kieran Tierney,SCT,Arsenal,DFFW,27-334,10,1,181,0,0,0,0,0.2,0.9,5,12,22,0.0,0.0,0.1,0.43,N/a,N/a,N/a,N/a,0.0,0.5,0.0,2.6,96,82.1,1508,94.5,78.3,54.5,7,7,5,2,12,8,3.98,0,0.0,5,4,3,2,0,0,0,2,133,4,20,46,67,4,3,33.3,33.3,58,125,5,3,1,1,0,90,22,0,2,2,10,3,3,5,37.5
Jurriën Timber,NL,Arsenal,DF,23-322,30,27,2417,1,3,7,0,1.2,0.8,57,146,104,0.04,0.11,0.05,0.03,N/a,N/a,N/a,N/a,28.6,0.52,0.07,14.1,1194,85.6,17327,91.0,86.0,52.9,17,107,17,2,146,52,1.94,9,0.34,58,38,18,9,19,4,15,22,1661,51,304,859,505,66,53,45.3,45.3,890,2076,57,27,11,33,24,1052,104,31,29,6,28,94,22,20,52.4
Jean-Clair Todibo,FR,West Ham,DF,25-126,24,17,1564,0,0,2,0,0.2,0.0,9,31,5,0.0,0.0,0.01,0.0,N/a,N/a,N/a,N/a,0.0,0.23,0.0,14.6,788,87.4,14042,93.5,94.0,44.4,2,40,1,0,31,5,0.29,0,0.0,40,24,25,8,24,12,12,21,1090,146,603,452,44,10,14,50.0,50.0,623,1363,9,5,0,13,9,735,5,11,5,0,3,65,23,24,48.9
Harry Toffolo,ENG,Nott'ham Forest,DF,29-259,4,1,137,0,0,1,0,0.0,0.0,0,2,4,0.0,0.0,0.01,0.0,N/a,N/a,N/a,N/a,0.0,0.66,0.0,28.5,47,70.1,653,93.8,62.5,14.3,0,1,0,0,2,0,0.0,0,0.0,5,3,3,1,2,2,0,2,88,9,32,22,34,2,0,N/a,N/a,17,23,0,0,0,0,0,30,4,1,0,0,4,2,1,0,100.0
Sandro Tonali,IT,Newcastle Utd,MF,24-362,33,25,2360,3,2,5,0,3.7,1.4,33,116,48,0.11,0.08,0.14,0.05,N/a,N/a,N/a,N/a,31.3,1.22,0.09,19.6,1136,83.5,17948,89.8,87.0,61.8,20,91,26,4,116,61,2.32,8,0.3,47,30,22,22,32,10,22,33,1624,63,372,896,382,41,35,54.3,37.1,877,2014,33,34,5,27,23,1126,48,36,44,2,31,163,12,11,52.2
Pau Torres,ES,Aston Villa,DF,28-109,21,21,1819,0,0,1,0,0.5,0.1,33,77,4,0.0,0.0,0.03,0.0,N/a,N/a,N/a,N/a,25.0,0.4,0.0,11.7,1079,88.7,18849,94.9,93.4,53.1,2,96,7,0,77,12,0.59,2,0.1,20,14,9,6,14,10,4,9,1349,218,654,622,79,16,17,88.2,11.8,839,3596,33,20,0,4,4,963,4,8,7,0,1,54,16,26,38.1
Conor Townsend,ENG,Ipswich Town,DF,32-062,6,3,335,0,1,1,0,0.0,0.7,2,8,13,0.0,0.27,0.01,0.18,N/a,N/a,N/a,N/a,0.0,0.27,0.0,16.7,80,63.0,1418,82.1,74.5,29.2,4,7,2,2,8,5,1.34,1,0.27,11,8,8,3,8,6,2,4,172,28,87,50,38,5,0,N/a,N/a,53,136,2,2,0,2,2,75,13,2,4,0,12,8,6,4,60.0
Adama Traoré,ES,Fulham,FWMF,29-100,33,16,1592,2,6,3,0,3.9,4.7,89,61,145,0.11,0.34,0.22,0.27,N/a,N/a,N/a,N/a,29.7,2.09,0.05,14.3,386,72.0,6023,81.4,73.4,55.1,38,32,33,18,61,76,4.3,9,0.51,17,12,5,8,7,0,7,1,737,4,75,260,424,88,93,50.5,37.6,490,2268,89,42,33,34,21,556,145,20,29,1,92,78,24,26,48.0
Mark Travers,IE,Bournemouth,GK,25-352,5,5,450,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,80.0,N/a,N/a,N/a,0.0,N/a,N/a,100,70.4,3469,100.0,96.2,51.8,0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,162,144,159,3,0,0,0,N/a,N/a,85,188,0,0,0,0,0,68,0,0,1,0,0,3,1,0,100.0
Kieran Trippier,ENG,Newcastle Utd,DF,34-228,24,14,1281,0,3,1,0,0.1,1.3,25,111,53,0.0,0.21,0.01,0.09,N/a,N/a,N/a,N/a,0.0,0.21,0.0,22.2,1000,82.1,17045,94.3,85.3,47.6,19,67,20,2,111,50,3.51,6,0.42,37,20,21,14,11,3,8,12,1347,50,373,594,389,12,8,50.0,50.0,587,1158,25,14,4,11,8,818,53,16,11,2,79,65,21,15,58.3
Leandro Trossard,BE,Arsenal,FW,30-152,35,26,2354,8,5,4,1,6.8,5.3,75,95,207,0.31,0.19,0.26,0.2,N/a,N/a,N/a,N/a,30.9,2.6,0.12,15.9,632,73.7,10332,85.2,76.3,51.2,37,41,43,9,95,80,3.06,6,0.23,26,17,9,22,31,0,31,9,1149,15,120,361,685,143,72,41.7,44.4,733,1942,75,49,29,57,43,857,207,25,43,6,79,93,6,22,21.4
Kostas Tsimikas,GR,Liverpool,DF,28-358,17,8,747,0,1,2,0,0.4,2.1,16,71,42,0.0,0.12,0.05,0.26,N/a,N/a,N/a,N/a,50.0,0.48,0.0,16.1,507,83.8,8637,94.6,88.1,50.0,16,41,11,4,71,28,3.37,2,0.24,29,18,13,7,5,2,3,10,689,29,169,307,218,12,11,36.4,45.5,342,746,16,6,2,5,4,438,42,9,6,1,61,27,5,6,45.5
Axel Tuanzebe,CD,Ipswich Town,DF,27-172,19,17,1446,0,1,5,1,0.2,0.3,9,46,8,0.0,0.06,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.25,0.0,15.7,538,83.0,8269,91.1,81.8,56.1,4,50,3,0,46,11,0.68,2,0.12,29,17,16,8,18,9,9,21,793,89,343,348,108,6,10,40.0,60.0,339,727,9,6,1,11,1,410,8,13,11,0,6,43,16,16,50.0
Destiny Udogie,IT,Tottenham,DF,22-158,24,23,1834,0,1,2,0,0.3,1.5,54,120,93,0.0,0.05,0.01,0.07,N/a,N/a,N/a,N/a,20.0,0.25,0.0,15.1,947,87.4,13710,91.3,90.4,80.0,16,88,6,1,120,35,1.72,3,0.15,74,47,33,14,40,6,34,21,1336,60,377,591,383,49,32,40.6,50.0,735,2290,54,39,12,32,19,796,93,29,38,2,19,109,13,13,50.0
Lesley Ugochukwu,FR,Southampton,MF,21-040,24,16,1525,1,1,6,0,0.9,1.0,29,49,20,0.06,0.06,0.05,0.06,N/a,N/a,N/a,N/a,10.0,0.59,0.1,17.0,570,84.9,8828,88.2,91.5,59.5,14,52,7,1,49,23,1.36,1,0.06,49,24,18,15,26,9,17,14,838,46,199,478,167,24,26,69.2,26.9,459,1195,29,15,6,12,13,570,20,28,14,0,6,62,20,17,54.1
Hákon Rafn Valdimarsson,IS,Brentford,GK,23-204,2,1,145,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.24,50.0,N/a,N/a,N/a,0.0,N/a,N/a,46,65.7,1445,100.0,100.0,41.5,0,2,0,0,0,2,1.24,0,0.0,0,0,0,0,0,0,0,0,72,60,71,1,0,0,0,N/a,N/a,44,80,0,0,0,0,0,36,0,0,0,0,0,1,1,0,100.0
Jamie Vardy,ENG,Leicester City,FW,38-114,33,33,2655,8,3,5,0,10.7,2.9,27,20,110,0.27,0.1,0.36,0.1,N/a,N/a,N/a,N/a,42.3,1.76,0.13,12.4,243,66.8,3497,74.0,77.7,68.4,18,10,9,1,20,44,1.49,9,0.3,18,13,4,9,8,4,4,5,555,29,57,255,248,105,21,42.9,47.6,264,645,27,11,14,34,12,356,110,22,21,25,11,35,49,51,49.0
Renato Veiga,PT,Chelsea,DFMF,21-280,7,1,181,0,0,2,0,0.1,0.0,4,7,3,0.0,0.0,0.07,0.0,N/a,N/a,N/a,N/a,33.3,1.49,0.0,17.1,118,84.9,2171,88.2,90.2,61.9,0,6,1,0,7,1,0.49,0,0.0,9,6,4,8,3,1,2,1,167,2,61,82,27,3,5,60.0,40.0,85,144,4,5,1,1,0,110,3,6,1,1,0,9,3,3,50.0
Joël Veltman,NL,Brighton,DF,33-110,20,19,1665,0,0,4,0,0.5,0.5,30,80,32,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,16.7,0.32,0.0,19.7,719,79.9,12118,89.9,80.4,63.3,6,62,8,5,80,22,1.19,1,0.05,42,28,30,21,22,7,15,18,1102,65,328,544,240,10,15,26.7,33.3,526,1448,30,22,3,19,7,599,32,27,42,0,23,68,21,18,53.8
Micky van de Ven,NL,Tottenham,DF,24-016,12,11,950,0,2,4,0,0.6,1.2,8,51,1,0.0,0.19,0.05,0.11,N/a,N/a,N/a,N/a,33.3,0.57,0.0,11.1,706,91.0,13313,91.7,96.5,62.5,2,50,1,0,51,11,1.04,2,0.19,10,6,8,6,9,6,3,10,862,101,442,393,36,9,8,50.0,50.0,599,1388,8,10,1,5,4,629,1,10,8,0,0,61,19,18,51.4
Bart Verbruggen,NL,Brighton,GK,22-260,33,33,2970,0,1,5,0,0.0,0.0,0,2,0,0.0,0.03,0.0,0.0,1.67,64.7,N/a,0.0,N/a,0.0,N/a,N/a,938,76.9,22231,99.3,98.2,45.9,1,18,1,0,2,5,0.15,1,0.03,0,0,0,3,1,0,1,0,1304,1034,1291,13,0,0,2,100.0,0.0,879,1673,0,1,1,2,0,836,0,0,2,0,0,58,10,1,90.9
Jannik Vestergaard,DK,Leicester City,DF,32-275,18,16,1391,0,0,5,0,0.1,0.1,3,32,2,0.0,0.0,0.01,0.01,N/a,N/a,N/a,N/a,66.7,0.19,0.0,9.7,870,90.7,14697,95.0,93.7,59.3,3,34,1,0,32,7,0.45,0,0.0,22,10,9,6,21,14,7,16,1092,196,572,497,28,10,4,100.0,0.0,672,1458,3,3,0,2,0,757,2,12,4,0,0,46,26,19,57.8
Guglielmo Vicario,IT,Tottenham,GK,28-210,23,23,2070,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.43,64.9,N/a,N/a,N/a,0.0,N/a,N/a,737,87.6,14516,99.1,97.0,49.1,0,1,0,0,1,4,0.17,0,0.0,0,0,0,0,0,0,0,1,892,599,874,18,0,0,1,100.0,0.0,636,1635,0,0,0,0,0,577,0,0,2,0,0,32,9,0,100.0
Kyle Walker,ENG,Manchester City,DF,34-342,15,9,970,0,0,3,0,0.1,0.4,12,64,11,0.0,0.0,0.01,0.04,N/a,N/a,N/a,N/a,40.0,0.46,0.0,27.7,724,87.7,11928,94.6,91.3,51.2,7,63,7,4,64,17,1.58,0,0.0,17,10,14,12,13,4,9,3,892,26,197,473,228,5,6,50.0,33.3,499,1106,12,13,0,9,2,630,11,6,5,1,14,46,9,7,56.3
Kyle Walker-Peters,ENG,Southampton,DF,28-022,33,33,2918,0,2,5,0,0.8,2.8,114,139,144,0.0,0.06,0.03,0.09,N/a,N/a,N/a,N/a,30.0,0.62,0.0,18.3,1493,88.2,22418,93.9,90.0,60.2,24,119,30,4,139,63,1.94,7,0.22,44,29,16,19,27,15,12,19,2022,151,615,884,540,59,92,41.3,42.4,1271,4373,114,72,24,32,39,1433,144,28,52,2,51,135,11,21,34.4
Christian Walton,ENG,Ipswich Town,GK,29-177,6,6,540,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.67,57.6,N/a,0.0,N/a,0.0,N/a,N/a,152,67.3,4170,100.0,97.2,36.8,1,1,0,0,0,2,0.33,0,0.0,0,0,0,1,0,0,0,0,242,224,241,1,0,0,0,N/a,N/a,122,305,0,0,0,0,0,117,0,0,1,0,0,5,2,0,100.0
Aaron Wan-Bissaka,ENG,West Ham,DF,27-160,33,32,2884,2,3,1,0,1.2,3.2,101,132,150,0.06,0.09,0.04,0.1,N/a,N/a,N/a,N/a,31.3,0.5,0.13,15.1,1321,80.5,18817,89.9,81.1,46.0,30,89,32,11,132,85,2.65,8,0.25,64,45,20,7,32,9,23,60,2039,136,628,877,564,44,108,52.8,34.3,961,3383,101,59,13,31,21,1174,150,22,25,4,70,163,22,30,42.3
Danny Ward,WLS,Leicester City,GK,31-317,2,1,135,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,4.0,40.0,N/a,N/a,N/a,0.0,N/a,N/a,41,77.4,1162,100.0,100.0,55.6,0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,55,40,55,0,0,0,1,0.0,100.0,44,107,0,0,0,0,0,35,0,0,0,0,0,1,0,0,N/a
James Ward-Prowse,ENG,Nott'ham Forest,MF,30-185,9,5,400,0,1,2,1,0.1,1.1,1,16,3,0.0,0.23,0.01,0.25,N/a,N/a,N/a,N/a,50.0,0.45,0.0,29.0,145,79.7,2296,93.2,86.9,34.8,4,16,2,0,16,10,2.25,2,0.45,4,1,2,0,3,2,1,5,205,13,49,115,45,1,0,N/a,N/a,92,170,1,3,0,3,3,115,3,7,2,0,19,19,3,5,37.5
Ollie Watkins,ENG,Aston Villa,FW,29-126,35,28,2333,15,7,2,0,14.7,3.0,52,29,148,0.58,0.27,0.57,0.12,N/a,N/a,N/a,N/a,42.3,3.01,0.17,12.2,284,74.2,3580,79.3,81.5,75.0,23,12,12,0,29,51,1.97,11,0.42,9,6,3,8,11,3,8,8,636,18,48,229,368,155,38,23.7,65.8,375,1052,52,21,36,53,46,502,148,27,30,13,7,39,47,62,43.1
Adam Webster,ENG,Brighton,DF,30-121,11,8,617,0,0,0,0,0.0,0.5,7,40,2,0.0,0.0,0.0,0.07,N/a,N/a,N/a,N/a,100.0,0.15,0.0,15.3,429,85.6,7934,95.5,91.8,50.6,3,32,2,0,40,10,1.46,3,0.44,8,5,5,6,12,9,3,14,569,84,279,271,22,8,3,33.3,66.7,326,1142,7,2,0,3,1,384,2,5,2,1,1,20,17,4,81.0
Danny Welbeck,ENG,Brighton,FW,34-160,28,22,1942,9,4,5,0,8.1,1.2,19,42,83,0.42,0.19,0.38,0.06,N/a,N/a,N/a,N/a,37.7,2.46,0.17,15.2,368,84.2,4306,86.3,87.0,100.0,19,17,13,0,42,44,2.04,6,0.28,23,14,7,11,17,2,15,5,648,15,50,277,326,90,36,33.3,58.3,395,777,19,20,7,45,25,483,83,11,22,4,3,40,15,29,34.1
